Acc_Species_Name,Wet.Evergreen.forest,Semi.Evergreen.forest,Moist.Deciduous.forest,Dry.Deciduous.forest,Mangrove.forest,Dry.Evegreen.forest,Thorn.forest,Sub.tropical.broad.leaved.forest,Subtropical.Pine.forest,Subtropical.Dry.Evergreen.forest,Montane.Wet.Temperate.forest,Montane.Moist.Temperate.forest,Montane.Dry.Temperate.forest,Sub.Alpine.forest,Sub.Alpine.forest.1,Sub.Alpine.forest.2,Tropical.Dry.Scrub,Tropical.Moist.Scrub,Subtropical.Scrub,Temperate.Scrub,Moist.Alpine.Scrub,Dry.Alpine.Scrub,Mangrove.Scrub,Unclassified,Plantations,Scrub,Grasslands,Orchards,Water,Settlements,Barren.snow.rann,Agriculture,Tree.Savannah,Shrub.Savannah,Source
Mikania cordata (Burm.f.) B.L.Rob.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikania micrantha Kunth,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Milicia excelsa (Welw.) C.C.Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa diplotricha Sauvalle,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Mimosa distachya Cav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa invisa Colla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa pigra L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa pudica L.,1,1,1,1,,1,,,,,,1,,,,,1,1,1,,,,,,1,,1,1,1,1,1,1,1,1,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Mirabilis jalapa L.,1,1,1,1,,1,,,1,,,1,,1,1,1,1,,,,,,,,1,,1,1,1,1,1,1,1,1,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Mirabilis longiflora L.,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Mirabilis viscosa Cav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitracarpus hirtus (L.) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Mitracarpus scaberulus Urb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modiola caroliniana (L.) G.Don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molineria capitulata (Lour.) Herb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monarda fistulosa L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monechma debile (Forssk.) Nees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monochoria vaginalis (Burm.f.) C.Presl,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Montanoa bipinnatifida (Kunth) K.Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moringa oleifera Lam.,1,1,1,1,1,1,,,,,,,,,,,1,,,,,,,,1,,1,1,1,1,1,1,1,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Morus alba L.,1,,1,1,,,,,1,,,1,,,,,1,1,1,,,,,,1,,1,1,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Muntingia calabura L.,1,1,1,1,,1,1,,,,,,,,,,1,1,,,,,,,1,,,1,1,1,1,1,1,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Muraltia juniperifolia DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musa basjoo Siebold & Zucc. ex Iinuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis laxa Lehm.,,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Myosotis scorpioides L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myriophyllum aquaticum (Vell.) Verdc.,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Narcissus pseudonarcissus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narcissus tazetta L.,,,1,,,,,,1,,,1,,,,,1,1,,,,,,,,,1,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nasturtium officinale R.Br.,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,1,,,1,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Neomarica gracilis (Herb.) Sprague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neptunia plena (L.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nerine undulata (L.) Herb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerium oleander L.,1,1,1,1,,1,1,1,1,,,1,,,,,1,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nicandra physalodes (L.) Gaertn.,,,1,,,,,1,,,,,,,,,1,1,,,,,,,1,,1,1,1,1,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nicotiana glauca Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nicotiana plumbaginifolia Viv.,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nicotiana tabacum L.,,,1,1,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nierembergia linariifolia Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noltea africana (L.) Rchb.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nopalea cochenillifera (L.) Salm-Dyck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothosaerva brachiata (L.) Wight,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nuphar japonica DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphaea alba L.,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nymphaea lotus L.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nymphaea mexicana Zucc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphaea nouchali Burm.f.,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,1,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Nymphaea odorata Aiton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphoides indica (L.) Kuntze,,1,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Ochna kirkii Oliv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Ochna serrulata Walp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocimum americanum L.,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Ocimum basilicum L.,1,1,1,1,,1,,,1,,,,,,,,1,,,,,,,,1,,1,1,1,1,1,1,1,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Ocimum gratissimum L.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oenothera biennis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenothera drummondii Hook.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenothera glazioviana Micheli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenothera laciniata Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenothera odorata Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenothera rosea L'Hér. ex Aiton,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oenothera stricta Ledeb. ex Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenothera tetraptera Cav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oldenlandia corymbosa L.,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,1,1,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oldenlandia ovatifolia (Cav.) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oldenlandia tenelliflora (Blume) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olea europaea L.,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Onopordum acanthium L.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Ophiopogon jaburan (Siebold) Lodd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opilia amentacea Roxb.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Opuntia cochenillifera DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opuntia dillenii (Ker Gawl.) Haw.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Opuntia elatior Mill.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Opuntia ficus-indica (L.) Mill.,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Opuntia monacantha (Willd.) Haw.,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Opuntia stricta (Haw.) Haw.,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Origanum majorana L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Origanum vulgare L.,1,,,,,,,,1,,,,1,1,1,1,,,1,,,,,,,,1,,1,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Ornithogalum arabicum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornithogalum conicum Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orobanche crenata Forssk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryza barthii A.Chev.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryza latifolia Desv.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oryza punctata Kotschy ex Steud.,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Osmoxylon lineare (Merr.) Philipson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteospermum ecklonis (DC.) Norl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottelia alismoides (L.) Pers.,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oxalis corniculata L.,1,1,1,1,,,,1,1,,,1,,,,,1,1,,,,,,,1,1,1,1,1,1,1,1,1,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oxalis debilis Kunth,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oxalis dehradunensis Raizada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis deppei Lodd. ex Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis latifolia Kunth,,,1,1,,,,,1,,,1,,,,,1,1,,,,,,,1,,1,1,,1,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oxalis pes-caprae L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis purpurea L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis rosea Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis spiralis Ruiz & Pav. ex G.Don,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis tetraphylla Cav.,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Oxalis triangularis A.St.-Hil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis variabilis Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis violacea L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxygonum sinuatum (Hochst. & Steud ex Meisn.) Dammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachira aquatica Aubl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachyrhizus erosus (L.) Urb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Pachystachys lutea Nees,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Pandorea jasminoides (Lindl.) K.Schum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum coloratum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Panicum hippothrix K.Schum. ex Engl.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Panicum maximum Jacq.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Panicum turgidum Forssk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Papaver fugax Poir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papaver macrostomum Boiss. & A.Huet,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Papaver rhoeas L.,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,1,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Papaver somniferum L.,,,1,1,,,,,1,,,1,,,,,1,,,,,,,,1,,1,,,1,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Paraserianthes lophantha (Willd.) I.C.Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parinari excelsa Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkinsonia aculeata L.,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Parthenium hysterophorus L.,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,1,1,1,1,1,1,1,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Pascalia glauca Ortega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paspalum conjugatum P.J.Bergius,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Paspalum dilatatum Poir.,,,,,,,,,1,,,1,,,,,1,1,,,1,,,,1,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Paspalum distichum L.,,1,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,1,1,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Paspalum notatum Flüggé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Paspalum plicatulum Michx.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Paspalum urvillei Steud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora biflora Lam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Passiflora calcarata Mast.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora ciliata Aiton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora coccinea Aubl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Passiflora edulis Sims,1,1,1,1,,,,,,,,,,,,,1,1,,,1,,1,,1,,1,1,1,1,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Passiflora foetida L.,1,1,1,1,,1,,,,,,,,,,,1,,,,,,,,1,,1,1,1,1,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Passiflora gracilis J.Jacq. ex Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora holosericea L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora kermesina Link & Otto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora laurifolia L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora ligularis Juss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora mollissima (Kunth) L.H.Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora morifolia Mast.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora racemosa Brot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora stipulata Aubl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passiflora suberosa L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Passiflora subpeltata Ortega,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Passiflora vitifolia Kunth,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Paulownia tomentosa Steud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedalium murex L.,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Pelargonium capitatum (L.) L'Hér.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium cucullatum (L.) L'Hér.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium graveolens L'Hér.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium grossularioides (L.) L'Hér.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium inquinans (L.) L'Hér.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium peltatum (L.) L'Hér.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium quercifolium (L.f.) L'Hér.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium radens H.E.Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelargonium zonale (L.) L'Hér. ex Aiton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum clandestinum Hochst. ex Chiov.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Pennisetum glaucum (L.) R.Br.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum pedicellatum Trin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum polystachyon Schult.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum purpureum Schumach.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon azureus Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon campanulatus (Cav.) Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon rubicundus D.D.Keck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentalinon luteum (L.) B.F.Hansen & Wunderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentapetes phoenicea L.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Pentas zanzibarica (Klotzsch) Vatke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peperomia argyreia (Hook.f.) E.Morren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peperomia pellucida (L.) Kunth,1,1,1,1,,1,,1,,,,,,,,,1,,,,,,,,1,,1,1,1,1,1,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Pereskia bleo (Kunth) DC.,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,"Reddy, C. S., et al. 2015. Nationwide classification of forest types of India using remote sensing and GIS. - Environ. Monit. Assess. 187: 777."
Peristeria elata Hook.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
