Acc_Species_Name,TDWG_Level2,TDWG_Level2_Names,Source
Solanum aureitomentosum Bitter,80,Central America,GRIN
Solanum bonariense L.,84,Brazil,GRIN
Solanum bonariense L.,85,Southern South America,GRIN
Solanum carolinense L.,72,Eastern Canada,GRIN
Solanum carolinense L.,75,Northeastern U.S.A.,GRIN
Solanum carolinense L.,74,North-Central U.S.A.,GRIN
Solanum carolinense L.,78,Southeastern U.S.A.,GRIN
Solanum carolinense L.,77,South-Central U.S.A.,GRIN
Solanum carolinense L.,79,Mexico,GRIN
Solanum dulcamara L.,20,Northern Africa,GRIN
Solanum dulcamara L.,34,Western Asia,GRIN
Solanum dulcamara L.,33,Caucasus,GRIN
Solanum dulcamara L.,30,Siberia,GRIN
Solanum dulcamara L.,32,Middle Asia,GRIN
Solanum dulcamara L.,37,Mongolia,GRIN
Solanum dulcamara L.,36,China,GRIN
Solanum dulcamara L.,40,Indian Subcontinent,GRIN
Solanum dulcamara L.,10,Northern Europe,GRIN
Solanum dulcamara L.,11,Middle Europe,GRIN
Solanum dulcamara L.,12,Southwestern Europe,GRIN
Solanum dulcamara L.,13,Southeastern Europe,GRIN
Solanum dulcamara L.,14,Eastern Europe,GRIN
Solanum elaeagnifolium Cav.,74,North-Central U.S.A.,GRIN
Solanum elaeagnifolium Cav.,73,Northwestern U.S.A.,GRIN
Solanum elaeagnifolium Cav.,78,Southeastern U.S.A.,GRIN
Solanum elaeagnifolium Cav.,77,South-Central U.S.A.,GRIN
Solanum elaeagnifolium Cav.,76,Southwestern U.S.A.,GRIN
Solanum elaeagnifolium Cav.,79,Mexico,GRIN
Solanum elaeagnifolium Cav.,85,Southern South America,GRIN
Solanum erianthum D.Don,78,Southeastern U.S.A.,GRIN
Solanum erianthum D.Don,77,South-Central U.S.A.,GRIN
Solanum erianthum D.Don,79,Mexico,GRIN
Solanum erianthum D.Don,81,Caribbean,GRIN
Solanum erianthum D.Don,80,Central America,GRIN
Solanum erianthum D.Don,83,Western South America,GRIN
Solanum glaucophyllum Desf.,84,Brazil,GRIN
Solanum glaucophyllum Desf.,83,Western South America,GRIN
Solanum glaucophyllum Desf.,85,Southern South America,GRIN
Solanum laxum Spreng.,84,Brazil,GRIN
Solanum laxum Spreng.,83,Western South America,GRIN
Solanum laxum Spreng.,85,Southern South America,GRIN
Solanum mammosum L.,79,Mexico,GRIN
Solanum mammosum L.,81,Caribbean,GRIN
Solanum mammosum L.,80,Central America,GRIN
Solanum mammosum L.,82,Northern South America,GRIN
Solanum mammosum L.,83,Western South America,GRIN
Solanum mammosum L.,84,Brazil,GRIN
Solanum marginatum L.f.,24,Northeast Tropical Africa,GRIN
Solanum mauritianum Scop.,84,Brazil,GRIN
Solanum mauritianum Scop.,85,Southern South America,GRIN
Solanum myriacanthum Dunal,79,Mexico,GRIN
Solanum myriacanthum Dunal,80,Central America,GRIN
Solanum nigrum L.,20,Northern Africa,GRIN
Solanum nigrum L.,34,Western Asia,GRIN
Solanum nigrum L.,33,Caucasus,GRIN
Solanum nigrum L.,30,Siberia,GRIN
Solanum nigrum L.,32,Middle Asia,GRIN
Solanum nigrum L.,36,China,GRIN
Solanum nigrum L.,40,Indian Subcontinent,GRIN
Solanum nigrum L.,10,Northern Europe,GRIN
Solanum nigrum L.,11,Middle Europe,GRIN
Solanum nigrum L.,14,Eastern Europe,GRIN
Solanum nigrum L.,13,Southeastern Europe,GRIN
Solanum nigrum L.,12,Southwestern Europe,GRIN
Solanum seaforthianum Andrews,81,Caribbean,GRIN
Solanum seaforthianum Andrews,82,Northern South America,GRIN
Solanum seaforthianum Andrews,83,Western South America,GRIN
Solanum sisymbriifolium Lam.,84,Brazil,GRIN
Solanum sisymbriifolium Lam.,83,Western South America,GRIN
Solanum sisymbriifolium Lam.,85,Southern South America,GRIN
Solanum torvum Sw.,79,Mexico,GRIN
Solanum torvum Sw.,81,Caribbean,GRIN
Solanum torvum Sw.,80,Central America,GRIN
Solanum torvum Sw.,82,Northern South America,GRIN
Solanum torvum Sw.,84,Brazil,GRIN
Solanum torvum Sw.,83,Western South America,GRIN
Solanum triquetrum Cav.,77,South-Central U.S.A.,GRIN
Solanum triquetrum Cav.,79,Mexico,GRIN
Solanum viarum Dunal,84,Brazil,GRIN
Solanum viarum Dunal,85,Southern South America,GRIN
Solidago canadensis L.,72,Eastern Canada,GRIN
Solidago canadensis L.,71,Western Canada,GRIN
Solidago canadensis L.,75,Northeastern U.S.A.,GRIN
Solidago canadensis L.,74,North-Central U.S.A.,GRIN
Solidago canadensis L.,78,Southeastern U.S.A.,GRIN
Solidago chilensis Meyen,84,Brazil,GRIN
Solidago chilensis Meyen,85,Southern South America,GRIN
Solidago gigantea Aiton,72,Eastern Canada,GRIN
Solidago gigantea Aiton,71,Western Canada,GRIN
Solidago gigantea Aiton,75,Northeastern U.S.A.,GRIN
Solidago gigantea Aiton,74,North-Central U.S.A.,GRIN
Solidago gigantea Aiton,73,Northwestern U.S.A.,GRIN
Solidago gigantea Aiton,78,Southeastern U.S.A.,GRIN
Solidago gigantea Aiton,77,South-Central U.S.A.,GRIN
Solidago nemoralis Aiton,72,Eastern Canada,GRIN
Solidago nemoralis Aiton,71,Western Canada,GRIN
Solidago nemoralis Aiton,75,Northeastern U.S.A.,GRIN
Solidago nemoralis Aiton,74,North-Central U.S.A.,GRIN
Solidago nemoralis Aiton,73,Northwestern U.S.A.,GRIN
Solidago nemoralis Aiton,78,Southeastern U.S.A.,GRIN
Solidago nemoralis Aiton,77,South-Central U.S.A.,GRIN
Soliva anthemifolia (Juss.) Sweet,84,Brazil,GRIN
Soliva anthemifolia (Juss.) Sweet,85,Southern South America,GRIN
Sonchus arvensis L.,34,Western Asia,GRIN
Sonchus arvensis L.,33,Caucasus,GRIN
Sonchus arvensis L.,30,Siberia,GRIN
Sonchus arvensis L.,32,Middle Asia,GRIN
Sonchus arvensis L.,37,Mongolia,GRIN
Sonchus arvensis L.,31,Russian Far East ,GRIN
Sonchus arvensis L.,10,Northern Europe,GRIN
Sonchus arvensis L.,11,Middle Europe,GRIN
Sonchus arvensis L.,12,Southwestern Europe,GRIN
Sonchus arvensis L.,13,Southeastern Europe,GRIN
Sonchus arvensis L.,14,Eastern Europe,GRIN
Sonchus asper (L.) Hill,21,Macaronesia,GRIN
Sonchus asper (L.) Hill,20,Northern Africa,GRIN
Sonchus asper (L.) Hill,24,Northeast Tropical Africa,GRIN
Sonchus asper (L.) Hill,25,East Tropical Africa,GRIN
Sonchus asper (L.) Hill,23,West-Central Tropical Africa,GRIN
Sonchus asper (L.) Hill,22,West Tropical Africa,GRIN
Sonchus asper (L.) Hill,26,South Tropical Africa,GRIN
Sonchus asper (L.) Hill,27,Southern Africa,GRIN
Sonchus asper (L.) Hill,29,Western Indian Ocean,GRIN
Sonchus asper (L.) Hill,35,Arabian Peninsula,GRIN
Sonchus asper (L.) Hill,34,Western Asia,GRIN
Sonchus asper (L.) Hill,33,Caucasus,GRIN
Sonchus asper (L.) Hill,30,Siberia,GRIN
Sonchus asper (L.) Hill,32,Middle Asia,GRIN
Sonchus asper (L.) Hill,31,Russian Far East ,GRIN
Sonchus asper (L.) Hill,40,Indian Subcontinent,GRIN
Sonchus asper (L.) Hill,10,Northern Europe,GRIN
Sonchus asper (L.) Hill,11,Middle Europe,GRIN
Sonchus asper (L.) Hill,12,Southwestern Europe,GRIN
Sonchus asper (L.) Hill,13,Southeastern Europe,GRIN
Sonchus asper (L.) Hill,14,Eastern Europe,GRIN
Sonchus oleraceus (L.) L.,21,Macaronesia,GRIN
Sonchus oleraceus (L.) L.,20,Northern Africa,GRIN
Sonchus oleraceus (L.) L.,34,Western Asia,GRIN
Sonchus oleraceus (L.) L.,33,Caucasus,GRIN
Sonchus oleraceus (L.) L.,30,Siberia,GRIN
Sonchus oleraceus (L.) L.,32,Middle Asia,GRIN
Sonchus oleraceus (L.) L.,31,Russian Far East ,GRIN
Sonchus oleraceus (L.) L.,38,Eastern Asia,GRIN
Sonchus oleraceus (L.) L.,40,Indian Subcontinent,GRIN
Sonchus oleraceus (L.) L.,10,Northern Europe,GRIN
Sonchus oleraceus (L.) L.,11,Middle Europe,GRIN
Sonchus oleraceus (L.) L.,12,Southwestern Europe,GRIN
Sonchus oleraceus (L.) L.,13,Southeastern Europe,GRIN
Sonchus oleraceus (L.) L.,14,Eastern Europe,GRIN
Sophora davidii (Franch.) Pavol.,36,China,GRIN
Sophora secundiflora (Ortega) DC.,77,South-Central U.S.A.,GRIN
Sophora secundiflora (Ortega) DC.,79,Mexico,GRIN
Sorbus domestica L.,20,Northern Africa,GRIN
Sorbus domestica L.,34,Western Asia,GRIN
Sorbus domestica L.,33,Caucasus,GRIN
Sorbus domestica L.,11,Middle Europe,GRIN
Sorbus domestica L.,12,Southwestern Europe,GRIN
Sorbus domestica L.,13,Southeastern Europe,GRIN
Sorbus domestica L.,14,Eastern Europe,GRIN
Sorghum arundinaceum (Desv.) Stapf,20,Northern Africa,GRIN
Sorghum arundinaceum (Desv.) Stapf,24,Northeast Tropical Africa,GRIN
Sorghum arundinaceum (Desv.) Stapf,25,East Tropical Africa,GRIN
Sorghum arundinaceum (Desv.) Stapf,23,West-Central Tropical Africa,GRIN
Sorghum arundinaceum (Desv.) Stapf,22,West Tropical Africa,GRIN
Sorghum arundinaceum (Desv.) Stapf,26,South Tropical Africa,GRIN
Sorghum arundinaceum (Desv.) Stapf,27,Southern Africa,GRIN
Sorghum bicolor (L.) Moench,20,Northern Africa,GRIN
Sorghum bicolor (L.) Moench,24,Northeast Tropical Africa,GRIN
Sorghum bicolor (L.) Moench,25,East Tropical Africa,GRIN
Sorghum bicolor (L.) Moench,23,West-Central Tropical Africa,GRIN
Sorghum bicolor (L.) Moench,22,West Tropical Africa,GRIN
Sorghum bicolor (L.) Moench,26,South Tropical Africa,GRIN
Sorghum bicolor (L.) Moench,27,Southern Africa,GRIN
Sorghum halepense (L.) Pers.,20,Northern Africa,GRIN
Sorghum halepense (L.) Pers.,34,Western Asia,GRIN
Sorghum halepense (L.) Pers.,33,Caucasus,GRIN
Sorghum halepense (L.) Pers.,32,Middle Asia,GRIN
Sorghum halepense (L.) Pers.,40,Indian Subcontinent,GRIN
Sorghum purpureosericeum (A.Rich.) Schweinf. & Asch.,24,Northeast Tropical Africa,GRIN
Sorghum purpureosericeum (A.Rich.) Schweinf. & Asch.,25,East Tropical Africa,GRIN
Sorghum purpureosericeum (A.Rich.) Schweinf. & Asch.,23,West-Central Tropical Africa,GRIN
Sorghum purpureosericeum (A.Rich.) Schweinf. & Asch.,22,West Tropical Africa,GRIN
Sorghum purpureosericeum (A.Rich.) Schweinf. & Asch.,40,Indian Subcontinent,GRIN
Sparganium erectum L.,20,Northern Africa,GRIN
Sparganium erectum L.,34,Western Asia,GRIN
Sparganium erectum L.,33,Caucasus,GRIN
Sparganium erectum L.,30,Siberia,GRIN
Sparganium erectum L.,10,Northern Europe,GRIN
Sparganium erectum L.,11,Middle Europe,GRIN
Sparganium erectum L.,12,Southwestern Europe,GRIN
Sparganium erectum L.,13,Southeastern Europe,GRIN
Sparganium erectum L.,14,Eastern Europe,GRIN
Spartina alterniflora Loisel.,72,Eastern Canada,GRIN
Spartina alterniflora Loisel.,75,Northeastern U.S.A.,GRIN
Spartina alterniflora Loisel.,78,Southeastern U.S.A.,GRIN
Spartina alterniflora Loisel.,77,South-Central U.S.A.,GRIN
Spartina alterniflora Loisel.,81,Caribbean,GRIN
Spartina alterniflora Loisel.,82,Northern South America,GRIN
Spartina alterniflora Loisel.,85,Southern South America,GRIN
Spartina alterniflora Loisel.,84,Brazil,GRIN
Spergula arvensis L.,21,Macaronesia,GRIN
Spergula arvensis L.,20,Northern Africa,GRIN
Spergula arvensis L.,34,Western Asia,GRIN
Spergula arvensis L.,33,Caucasus,GRIN
Spergula arvensis L.,30,Siberia,GRIN
Spergula arvensis L.,10,Northern Europe,GRIN
Spergula arvensis L.,11,Middle Europe,GRIN
Spergula arvensis L.,12,Southwestern Europe,GRIN
Spergula arvensis L.,13,Southeastern Europe,GRIN
Spergula arvensis L.,14,Eastern Europe,GRIN
Spermacoce alata Aubl.,82,Northern South America,GRIN
Spermacoce alata Aubl.,84,Brazil,GRIN
Spermacoce alata Aubl.,83,Western South America,GRIN
Spermacoce articularis L.f.,36,China,GRIN
Spermacoce articularis L.f.,38,Eastern Asia,GRIN
Spermacoce articularis L.f.,40,Indian Subcontinent,GRIN
Spermacoce articularis L.f.,41,Indo-China,GRIN
Spermacoce articularis L.f.,42,Malesia,GRIN
Spermacoce remota Lam.,78,Southeastern U.S.A.,GRIN
Spermacoce remota Lam.,79,Mexico,GRIN
Spermacoce remota Lam.,80,Central America,GRIN
Spermacoce remota Lam.,81,Caribbean,GRIN
Spermacoce remota Lam.,82,Northern South America,GRIN
Spermacoce remota Lam.,83,Western South America,GRIN
Spermacoce remota Lam.,84,Brazil,GRIN
Spermacoce remota Lam.,85,Southern South America,GRIN
Spermacoce verticillata L.,79,Mexico,GRIN
Spermacoce verticillata L.,80,Central America,GRIN
Spermacoce verticillata L.,81,Caribbean,GRIN
Spermacoce verticillata L.,82,Northern South America,GRIN
Spermacoce verticillata L.,83,Western South America,GRIN
Spermacoce verticillata L.,84,Brazil,GRIN
Spermacoce verticillata L.,85,Southern South America,GRIN
Sphagneticola calendulacea (L.) Pruski,36,China,GRIN
Sphagneticola calendulacea (L.) Pruski,38,Eastern Asia,GRIN
Sphagneticola calendulacea (L.) Pruski,40,Indian Subcontinent,GRIN
Sphagneticola calendulacea (L.) Pruski,41,Indo-China,GRIN
Sphagneticola calendulacea (L.) Pruski,42,Malesia,GRIN
Sphagneticola trilobata (L.) Pruski,79,Mexico,GRIN
Sphagneticola trilobata (L.) Pruski,80,Central America,GRIN
Sphagneticola trilobata (L.) Pruski,82,Northern South America,GRIN
Sphagneticola trilobata (L.) Pruski,84,Brazil,GRIN
Sphagneticola trilobata (L.) Pruski,83,Western South America,GRIN
Spigelia anthelmia L.,78,Southeastern U.S.A.,GRIN
Spigelia anthelmia L.,79,Mexico,GRIN
Spigelia anthelmia L.,81,Caribbean,GRIN
Spigelia anthelmia L.,80,Central America,GRIN
Spigelia anthelmia L.,82,Northern South America,GRIN
Spigelia anthelmia L.,84,Brazil,GRIN
Spigelia anthelmia L.,83,Western South America,GRIN
Spiraea cantoniensis Lour.,36,China,GRIN
Spiraea japonica L.f.,36,China,GRIN
Spiraea japonica L.f.,38,Eastern Asia,GRIN
Spiraea nipponica Maxim.,38,Eastern Asia,GRIN
Sporobolus africanus (Poir.) Robyns & Tournay,24,Northeast Tropical Africa,GRIN
Sporobolus africanus (Poir.) Robyns & Tournay,25,East Tropical Africa,GRIN
Sporobolus africanus (Poir.) Robyns & Tournay,23,West-Central Tropical Africa,GRIN
Sporobolus africanus (Poir.) Robyns & Tournay,26,South Tropical Africa,GRIN
Sporobolus africanus (Poir.) Robyns & Tournay,27,Southern Africa,GRIN
Sporobolus diandrus (Retz.) P.Beauv.,29,Western Indian Ocean,GRIN
Sporobolus diandrus (Retz.) P.Beauv.,36,China,GRIN
Sporobolus diandrus (Retz.) P.Beauv.,38,Eastern Asia,GRIN
Sporobolus diandrus (Retz.) P.Beauv.,40,Indian Subcontinent,GRIN
Sporobolus diandrus (Retz.) P.Beauv.,41,Indo-China,GRIN
Sporobolus diandrus (Retz.) P.Beauv.,42,Malesia,GRIN
Sporobolus diandrus (Retz.) P.Beauv.,43,Papuasia,GRIN
Stachytarpheta cayennensis (Rich.) Vahl,79,Mexico,GRIN
Stachytarpheta cayennensis (Rich.) Vahl,81,Caribbean,GRIN
Stachytarpheta cayennensis (Rich.) Vahl,80,Central America,GRIN
Stachytarpheta cayennensis (Rich.) Vahl,82,Northern South America,GRIN
Stachytarpheta cayennensis (Rich.) Vahl,84,Brazil,GRIN
Stachytarpheta cayennensis (Rich.) Vahl,83,Western South America,GRIN
Stachytarpheta cayennensis (Rich.) Vahl,85,Southern South America,GRIN
Stachytarpheta jamaicensis (L.) Vahl,78,Southeastern U.S.A.,GRIN
Stachytarpheta jamaicensis (L.) Vahl,79,Mexico,GRIN
Stachytarpheta jamaicensis (L.) Vahl,81,Caribbean,GRIN
Stachytarpheta jamaicensis (L.) Vahl,80,Central America,GRIN
Stachytarpheta jamaicensis (L.) Vahl,82,Northern South America,GRIN
Stachytarpheta jamaicensis (L.) Vahl,84,Brazil,GRIN
Stachytarpheta jamaicensis (L.) Vahl,83,Western South America,GRIN
Stachytarpheta mutabilis (Jacq.) Vahl,79,Mexico,GRIN
Stachytarpheta mutabilis (Jacq.) Vahl,81,Caribbean,GRIN
Stachytarpheta mutabilis (Jacq.) Vahl,82,Northern South America,GRIN
Stachytarpheta mutabilis (Jacq.) Vahl,83,Western South America,GRIN
Stachytarpheta urticifolia (Salisb.) Sims,79,Mexico,GRIN
Stachytarpheta urticifolia (Salisb.) Sims,80,Central America,GRIN
Stachytarpheta urticifolia (Salisb.) Sims,81,Caribbean,GRIN
Stachytarpheta urticifolia (Salisb.) Sims,82,Northern South America,GRIN
Stachytarpheta urticifolia (Salisb.) Sims,83,Western South America,GRIN
Stachytarpheta urticifolia (Salisb.) Sims,84,Brazil,GRIN
Stachytarpheta urticifolia (Salisb.) Sims,85,Southern South America,GRIN
Stapelia gigantea N.E.Br.,25,East Tropical Africa,GRIN
Stapelia gigantea N.E.Br.,26,South Tropical Africa,GRIN
Stapelia gigantea N.E.Br.,27,Southern Africa,GRIN
Stapelia grandiflora Masson,27,Southern Africa,GRIN
Stellaria media (L.) Vill.,20,Northern Africa,GRIN
Stellaria media (L.) Vill.,34,Western Asia,GRIN
Stellaria media (L.) Vill.,33,Caucasus,GRIN
Stellaria media (L.) Vill.,30,Siberia,GRIN
Stellaria media (L.) Vill.,32,Middle Asia,GRIN
Stellaria media (L.) Vill.,37,Mongolia,GRIN
Stellaria media (L.) Vill.,36,China,GRIN
Stellaria media (L.) Vill.,38,Eastern Asia,GRIN
Stellaria media (L.) Vill.,40,Indian Subcontinent,GRIN
Stellaria media (L.) Vill.,10,Northern Europe,GRIN
Stellaria media (L.) Vill.,11,Middle Europe,GRIN
Stellaria media (L.) Vill.,12,Southwestern Europe,GRIN
Stellaria media (L.) Vill.,13,Southeastern Europe,GRIN
Stellaria media (L.) Vill.,14,Eastern Europe,GRIN
Stenocarpus salignus R.Br.,50,Australia,GRIN
Stenotaphrum secundatum (Walter) Kuntze,23,West-Central Tropical Africa,GRIN
Stenotaphrum secundatum (Walter) Kuntze,22,West Tropical Africa,GRIN
Stenotaphrum secundatum (Walter) Kuntze,78,Southeastern U.S.A.,GRIN
Stenotaphrum secundatum (Walter) Kuntze,77,South-Central U.S.A.,GRIN
Stenotaphrum secundatum (Walter) Kuntze,79,Mexico,GRIN
Stenotaphrum secundatum (Walter) Kuntze,80,Central America,GRIN
Stenotaphrum secundatum (Walter) Kuntze,81,Caribbean,GRIN
Stenotaphrum secundatum (Walter) Kuntze,82,Northern South America,GRIN
Stenotaphrum secundatum (Walter) Kuntze,83,Western South America,GRIN
Stenotaphrum secundatum (Walter) Kuntze,84,Brazil,GRIN
Stenotaphrum secundatum (Walter) Kuntze,85,Southern South America,GRIN
Stewartia pseudocamellia Maxim.,38,Eastern Asia,GRIN
Stigmaphyllon ciliatum (Lam.) A.Juss.,81,Caribbean,GRIN
Stigmaphyllon ciliatum (Lam.) A.Juss.,80,Central America,GRIN
Stigmaphyllon ciliatum (Lam.) A.Juss.,82,Northern South America,GRIN
Stigmaphyllon ciliatum (Lam.) A.Juss.,84,Brazil,GRIN
Stigmaphyllon ciliatum (Lam.) A.Juss.,83,Western South America,GRIN
Stigmaphyllon ciliatum (Lam.) A.Juss.,85,Southern South America,GRIN
Stigmaphyllon emarginatum (Cav.) A.Juss.,81,Caribbean,GRIN
Stipagrostis plumosa Munro ex T.Anderson,20,Northern Africa,GRIN
Stipagrostis plumosa Munro ex T.Anderson,24,Northeast Tropical Africa,GRIN
Stipagrostis plumosa Munro ex T.Anderson,22,West Tropical Africa,GRIN
Stipagrostis plumosa Munro ex T.Anderson,35,Arabian Peninsula,GRIN
Stipagrostis plumosa Munro ex T.Anderson,34,Western Asia,GRIN
Stipagrostis plumosa Munro ex T.Anderson,33,Caucasus,GRIN
Stipagrostis plumosa Munro ex T.Anderson,32,Middle Asia,GRIN
Stipagrostis plumosa Munro ex T.Anderson,40,Indian Subcontinent,GRIN
Stokesia laevis (Hill) Greene,78,Southeastern U.S.A.,GRIN
Strelitzia reginae Banks,27,Southern Africa,GRIN
Streptosolen jamesonii (Benth.) Miers,83,Western South America,GRIN
Striga gesnerioides (Willd.) Vatke,21,Macaronesia,GRIN
Striga gesnerioides (Willd.) Vatke,20,Northern Africa,GRIN
Striga gesnerioides (Willd.) Vatke,24,Northeast Tropical Africa,GRIN
Striga gesnerioides (Willd.) Vatke,25,East Tropical Africa,GRIN
Striga gesnerioides (Willd.) Vatke,23,West-Central Tropical Africa,GRIN
Striga gesnerioides (Willd.) Vatke,22,West Tropical Africa,GRIN
Striga gesnerioides (Willd.) Vatke,26,South Tropical Africa,GRIN
Striga gesnerioides (Willd.) Vatke,27,Southern Africa,GRIN
Striga gesnerioides (Willd.) Vatke,35,Arabian Peninsula,GRIN
Striga gesnerioides (Willd.) Vatke,40,Indian Subcontinent,GRIN
Strophanthus gratus (Wall. & Hook.) Baill.,23,West-Central Tropical Africa,GRIN
Strophanthus gratus (Wall. & Hook.) Baill.,22,West Tropical Africa,GRIN
Struchium sparganophorum (L.) Kuntze,79,Mexico,GRIN
Struchium sparganophorum (L.) Kuntze,81,Caribbean,GRIN
Struchium sparganophorum (L.) Kuntze,80,Central America,GRIN
Struchium sparganophorum (L.) Kuntze,82,Northern South America,GRIN
Struchium sparganophorum (L.) Kuntze,84,Brazil,GRIN
Struchium sparganophorum (L.) Kuntze,83,Western South America,GRIN
Stuckenia filiformis (Pers.) Börner,33,Caucasus,GRIN
Stuckenia filiformis (Pers.) Börner,30,Siberia,GRIN
Stuckenia filiformis (Pers.) Börner,32,Middle Asia,GRIN
Stuckenia filiformis (Pers.) Börner,31,Russian Far East ,GRIN
Stuckenia filiformis (Pers.) Börner,10,Northern Europe,GRIN
Stuckenia filiformis (Pers.) Börner,11,Middle Europe,GRIN
Stuckenia filiformis (Pers.) Börner,12,Southwestern Europe,GRIN
Stuckenia filiformis (Pers.) Börner,13,Southeastern Europe,GRIN
Stuckenia filiformis (Pers.) Börner,14,Eastern Europe,GRIN
Stuckenia filiformis (Pers.) Börner,70,Subarctic America,GRIN
Stuckenia filiformis (Pers.) Börner,71,Western Canada,GRIN
Stuckenia filiformis (Pers.) Börner,72,Eastern Canada,GRIN
Stuckenia filiformis (Pers.) Börner,73,Northwestern U.S.A.,GRIN
Stuckenia filiformis (Pers.) Börner,74,North-Central U.S.A.,GRIN
Stuckenia filiformis (Pers.) Börner,75,Northeastern U.S.A.,GRIN
Stuckenia filiformis (Pers.) Börner,77,South-Central U.S.A.,GRIN
Stuckenia filiformis (Pers.) Börner,76,Southwestern U.S.A.,GRIN
Stuckenia pectinata (L.) Börner,14,Eastern Europe,GRIN
Stylosanthes fruticosa (Retz.) Alston,24,Northeast Tropical Africa,GRIN
Stylosanthes fruticosa (Retz.) Alston,25,East Tropical Africa,GRIN
Stylosanthes fruticosa (Retz.) Alston,23,West-Central Tropical Africa,GRIN
Stylosanthes fruticosa (Retz.) Alston,22,West Tropical Africa,GRIN
Stylosanthes fruticosa (Retz.) Alston,26,South Tropical Africa,GRIN
Stylosanthes fruticosa (Retz.) Alston,27,Southern Africa,GRIN
Stylosanthes fruticosa (Retz.) Alston,29,Western Indian Ocean,GRIN
Stylosanthes fruticosa (Retz.) Alston,35,Arabian Peninsula,GRIN
Stylosanthes fruticosa (Retz.) Alston,40,Indian Subcontinent,GRIN
Stylosanthes guianensis (Aubl.) Sw.,79,Mexico,GRIN
Stylosanthes guianensis (Aubl.) Sw.,80,Central America,GRIN
Stylosanthes guianensis (Aubl.) Sw.,82,Northern South America,GRIN
Stylosanthes guianensis (Aubl.) Sw.,83,Western South America,GRIN
Stylosanthes guianensis (Aubl.) Sw.,84,Brazil,GRIN
Stylosanthes guianensis (Aubl.) Sw.,85,Southern South America,GRIN
Stylosanthes hamata (L.) Taub.,78,Southeastern U.S.A.,GRIN
Stylosanthes hamata (L.) Taub.,81,Caribbean,GRIN
Stylosanthes hamata (L.) Taub.,80,Central America,GRIN
Stylosanthes hamata (L.) Taub.,82,Northern South America,GRIN
Stylosanthes hamata (L.) Taub.,84,Brazil,GRIN
Stylosanthes hamata (L.) Taub.,83,Western South America,GRIN
Stylosanthes humilis Kunth,76,Southwestern U.S.A.,GRIN
Stylosanthes humilis Kunth,79,Mexico,GRIN
Stylosanthes humilis Kunth,81,Caribbean,GRIN
Stylosanthes humilis Kunth,80,Central America,GRIN
Stylosanthes humilis Kunth,82,Northern South America,GRIN
Stylosanthes humilis Kunth,84,Brazil,GRIN
Stylosanthes humilis Kunth,83,Western South America,GRIN
Swietenia mahagoni (L.) Jacq.,78,Southeastern U.S.A.,GRIN
Swietenia mahagoni (L.) Jacq.,81,Caribbean,GRIN
Syagrus romanzoffiana (Cham.) Glassman,84,Brazil,GRIN
Syagrus romanzoffiana (Cham.) Glassman,83,Western South America,GRIN
Syagrus romanzoffiana (Cham.) Glassman,85,Southern South America,GRIN
Symphyotrichum cordifolium (L.) G.L.Nesom,72,Eastern Canada,GRIN
Symphyotrichum cordifolium (L.) G.L.Nesom,71,Western Canada,GRIN
Symphyotrichum cordifolium (L.) G.L.Nesom,75,Northeastern U.S.A.,GRIN
Symphyotrichum cordifolium (L.) G.L.Nesom,74,North-Central U.S.A.,GRIN
Symphyotrichum cordifolium (L.) G.L.Nesom,78,Southeastern U.S.A.,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,70,Subarctic America,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,71,Western Canada,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,72,Eastern Canada,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,73,Northwestern U.S.A.,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,74,North-Central U.S.A.,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,75,Northeastern U.S.A.,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,76,Southwestern U.S.A.,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,77,South-Central U.S.A.,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,78,Southeastern U.S.A.,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,79,Mexico,GRIN
Symphytum officinale L.,34,Western Asia,GRIN
Symphytum officinale L.,33,Caucasus,GRIN
Symphytum officinale L.,30,Siberia,GRIN
Symphytum officinale L.,32,Middle Asia,GRIN
Symphytum officinale L.,10,Northern Europe,GRIN
Symphytum officinale L.,11,Middle Europe,GRIN
Symphytum officinale L.,12,Southwestern Europe,GRIN
Symphytum officinale L.,13,Southeastern Europe,GRIN
Symphytum officinale L.,14,Eastern Europe,GRIN
Synedrella nodiflora (L.) Gaertn.,79,Mexico,GRIN
Synedrella nodiflora (L.) Gaertn.,81,Caribbean,GRIN
Synedrella nodiflora (L.) Gaertn.,80,Central America,GRIN
Synedrella nodiflora (L.) Gaertn.,82,Northern South America,GRIN
Synedrella nodiflora (L.) Gaertn.,84,Brazil,GRIN
Synedrella nodiflora (L.) Gaertn.,83,Western South America,GRIN
Synedrella nodiflora (L.) Gaertn.,85,Southern South America,GRIN
Tabernaemontana amygdalifolia Jacq.,40,Indian Subcontinent,GRIN
Tabernaemontana citrifolia L.,81,Caribbean,GRIN
