Acc_Species_Name,0100_Food,0200_Food_Additives,0200_Spices/Herbs,0300_Forage,0300_Fodder,0400_Honey,0500_InvFood,0600_Timber,0600_EssentialOil,0600_Dye,0600_Gum,0600_Fibre,0600_Lipid,0600_Wax,0600_CarvedMaterial,0600_BarkProducts,0600_Cosmetic,0600_Pesticide/Fertilizer,0600_Oil,0600_Chemical,0600_Latex/Rubber,0600_Beads,0600_Basket,0600_Cane,0600_WrappingPaper,0600_Alcohol,0700_Fuels,0700_Fuels,0800_SocialUse,0900_VertPoison,1000_InvertPoison,1100_Medicine,1100_TraditionalMedicine,1200_Agrooforestry,1200_Shade,1200_Barrier,1200_SoilImprover,1200_ErosionControl,1200_Revegetator,1200_Phytoremedy,1200_LandscapeImprover,1200_GreenManure,1200_Mulches,1200_LandReclamation,1200_SoilConservation,1200_Amenity ,1200_Lawn/Turf,1200_PollutionControl,1200_OrnamentalUse,1300_GeneSource,1300_ResearchModel,Source
Polypogon monspeliensis (L.) Desf.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,GRIN;CABI
Polyscias cumingiana (C.Presl) Fern.-Vill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Polytrias indica (Houtt.) Veldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,GRIN
Pomaderris apetala Labill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontederia cordata L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Populus alba L.,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,1,,,1,,,,,,,1,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Portulaca oleracea L.,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Portulaca pilosa L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Portulaca quadrifida L.,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Potamogeton berchtoldii Fieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogeton crispus L.,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,GRIN;CABI
Potamogeton pusillus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogeton trichoides Cham. & Schltdl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primula malacoides Franch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Primula obconica Hance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Pritchardia pacifica Seem. & H.Wendl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Proiphys amboinensis (L.) Herb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prosopis chilensis (Molina) Stuntz,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Prosopis glandulosa Torr.,1,1,,1,1,1,,1,,1,1,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,,1,,,1,1,1,,,1,,,GRIN;CABI
Prosopis juliflora (Sw.) DC.,1,1,,1,1,1,,1,,1,1,1,,,,,,,,1,,,,,,1,1,1,,1,,1,1,1,1,1,1,1,1,,1,,,1,1,1,,,1,1,,ENVIS
Prosopis pallida (Willd.) Kunth,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,GRIN;CABI
Prosopis velutina Wooton,1,1,,,,,,1,,1,1,,,,,1,,,,,,,,,,1,1,1,,,,1,1,1,,1,,,1,,,,,,,1,,,1,,,GRIN;CABI
Prunus armeniaca L.,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Prunus avium (L.) L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Prunus campanulata Maxim.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,GRIN
Prunus laurocerasus L.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Prunus mahaleb L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,ENVIS
Pseudelephantopus spicatus (Juss.) R.Br.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,GRIN
Pseuderanthemum carruthersii (Seem.) Guillaumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Pseuderanthemum cinnabarinum (Wall.) Radlk. ex Lindau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudofumaria lutea (L.) Borkh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Psidium guajava L.,1,,1,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Psophocarpus scandens (Endl.) Verdc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoralea pinnata L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Pterocymbium tinctorium Merr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptychosperma elegans (R.Br.) Blume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Pueraria montana (Lour.) Merr.,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,1,1,,,,,,,1,,,1,,,GRIN;CABI
Punica granatum L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Pupalia lappacea (L.) Juss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Pycnostachys speciosa Gürke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pycreus pumilus (L.) Nees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pyrolirion arvense (F.Dietr.) Erhardt, Götz & Seybold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus baloot Griff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus coccifera L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Quercus ilex L.,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Quercus robur L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,1,,,ENVIS
Quillaja saponaria Poir.,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Ranunculus aquatilis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Raphanus raphanistrum L.,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Raphionacme hirsuta (E.Mey.) R.A.Dyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rauvolfia tetraphylla L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,ENVIS
Reseda luteola L.,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIN
Reynoutria sachalinensis (F.Schmidt) Nakai,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Rhamnus cathartica L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,1,,,GRIN
Rhamnus persica P.Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,UTP
Rheum rhaponticum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,ENVIS
Rhodanthe chlorocephala (Turcz.) Paul G.Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodanthe manglesii Lindl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Rhynchosia minima (L.) DC.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Richardia brasiliensis Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richardia scabra L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Ricinus communis L.,1,,1,,,,1,,1,1,,,1,,,,,1,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Rivina humilis L.,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,GRIN
Robinia pseudoacacia L.,,,,1,1,1,,1,,,,1,,,1,,,,,,,,,,,,1,1,,1,,1,1,1,1,1,1,1,1,,,,,1,,,,,1,,,ENVIS
Romneya coulteri Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rorippa dubia (Pers.) H.Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Rorippa islandica (Oeder) Borbás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Rosa canina L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Rosa cathayensis (Rehder & E.H.Wilson) L.H.Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa chinensis Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Rosa cymosa Tratt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Rosa laevigata Michx.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Rosa moschata Mill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Rosa multiflora Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Rosa sempervirens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa setigera Michx.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Rotala densiflora (Roth) Koehne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Rotala indica (Willd.) Koehne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Rubus buergeri Miq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,UTP
Rubus moluccanus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Rubus ulmifolius Schott,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Rudbeckia maxima Nutt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Ruellia elegans Poir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruellia simplex C.Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,GRIN
Ruellia tuberosa L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Ruellia tweediana Griseb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex acetosella L.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Rumex aquaticus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,GRIN
Rumex conglomeratus Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex crispus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Rumex obtusifolius L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,GRIN;CABI
Rumex paulsenianus Rech.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Russelia floribunda Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabal minor (Jacq.) Pers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Saccharum spontaneum L.,1,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sagina procumbens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Sagina saginoides (L.) H.Karst.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Sagittaria latifolia Willd.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Sagittaria sagittifolia L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Salix alba L.,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Salix babylonica L.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Salix cinerea L.,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,,,,,,,1,,,GRIN;CABI
Salvia elegans Vahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Salvia glechomifolia Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia involucrata Cav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia melissodora Lag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Salvia patens Cav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Salvia plebeia R.Br.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Salvia sclarea L.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Salvia uliginosa Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia verbenaca L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvinia adnata Desv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvinia natans (L.) All.,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,1,UTP
Sambucus nigra L.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,1,,,,,,,,,,1,,,ENVIS
Sanchezia parvibracteata Sprague & Hutch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,GRIN;CABI
Sandoricum koetjape (Burm.f.) Merr.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,ENVIS
Sansevieria hyacinthoides (L.) Druce,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,ENVIS
Sansevieria zeylanica (L.) Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Santolina chamaecyparissus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Sapindus saponaria L.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,GRIN
Saponaria officinalis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Satureja hortensis L.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Saxifraga stolonifera Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Scadoxus puniceus (L.) Friis & Nordal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Scaevola taccada (Gaertn.) Roxb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Scandix stellata Banks & Sol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaueria calicotricha (Link & Otto) Nees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schefflera arboricola (Hayata) Merr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Schefflera elegantissima (Veitch ex Mast.) Lowry & Frodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Schizanthus pinnatus Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Schotia brachypetala Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Schouwia purpurea (Forssk.) Schweinf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scleranthus annuus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sclerocarpus africanus Jacq. ex Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scoparia dulcis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Scorzonera hispanica L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Scrophularia peregrina L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Searsia lancea (L.f.) F.A.Barkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Searsia tomentosa (L.) F.A.Barkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,UTP
Sedum acre L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Sedum mexicanum Britton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,GRIN
Sedum sarmentosum Bunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Seemannia sylvatica (Kunth) Baill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Selenicereus testudo (Karw. ex Zucc.) Buxb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio articulatus (L.f.) Sch.Bip.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,UTP
Senecio sempervivus Sch.Bip.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio vestitus Sweet ex Steud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio vulgaris L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Senegalia mellifera (Benth.) Seigler & Ebinger,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIN
Senna alata (L.) Roxb.,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,,,,,1,,,GRIN;CABI
Senna bicapsularis (L.) Roxb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Senna didymobotrya (Fresen.) H.S.Irwin & Barneby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,GRIN
Senna fruticosa (Mill.) H.S.Irwin & Barneby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna hirsuta (L.) H.S.Irwin & Barneby,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,GRIN;CABI
Senna insularis (Britton & Rose) H.S.Irwin & Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna multiglandulosa (Jacq.) H.S.Irwin & Barneby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Senna obtusifolia (L.) H.S.Irwin & Barneby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Senna occidentalis (L.) Link,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Senna planitiicola (Domin) Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna polyphylla (Jacq.) H.S.Irwin & Barneby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Senna septemtrionalis (Viv.) H.S.Irwin & Barneby,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,1,,,GRIN;CABI
Senna sophera (L.) Roxb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Senna spectabilis (DC.) H.S.Irwin & Barneby,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,1,,,GRIN;CABI
Senna tora (L.) Roxb.,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Senna uniflora (Mill.) H.S.Irwin & Barneby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sesamum radiatum Schumach. & Thonn.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIN
Sesbania bispinosa (Jacq.) W.Wight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
